id,gender,age,educstat,educstatgroup,birthreg,growup,birthpatreg,educstatpat,edustatpatgroup,educstatmat,educstatmatgroup,workstat,retireddummy,hhsize,hhsizegroup,lifestyle,voteintparty2,voteintparty,turnout,voteintakp,voteintchp,voteintmhp,voteintbdp,voteintRL,voteint4major,voteint4major2,affiliat,affliatngo,affiliatparty,affiliatchamb,minrights,warenem,usearm,politban,instbest,tradlifeforce,freedomseparat,patrcitizen,lifestylecompare,interethmarriage,minschool,turkeyleader,badhabits,privresp,alcoholsalat,obstructtransport,leaderjeernew,leaderjeer,preg,intermarry,polapol,libcons,leftright,authanti,secularanti,outin,pacmil,egalelit,nationalist,globloc,europas,headcover,ethnicity,ethnicdummy,religion,religdummy,religiosity,hhincome,loghhincome,region,resarea,resarearural,incomebrac,gini2011pers,gini2012pers,gini2013pers,gini2014pers,gini2011hh,gini2012hh,gini2013hh,gini2014hh,sedi,factor1,factor2,factor3,factor4,socialorder,useofforce,p1,p2,p3,p4,p5
2553,Male,50,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,"Farmer, agriculturalist, stock breeder",Working,5,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Absolutely right,Absolutely right,Neither right nor wrong,Absolutely right,Absolutely right,Absolutely right,Neither right nor wrong,Neither right nor wrong,Right,Absolutely right,Neither right nor wrong,Absolutely right,Absolutely right,Right,Absolutely Wrong,Absolutely Wrong,Wrong,Neither right nor wrong,No opinion,Conservative - Describes me very well,Right-winger - Describes me very well,No opinion,No opinion,Self-enclosed - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Local - Describes me well,Asian - Describes me very well,Hijab,Arab,Non-Kurdish,Sunni Muslim,Others,Pious,1500,7.3132205,Mediterranean,Urban,Others,New middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,1.5518841,1.1154467,.75068527,1.6210347,64.24057,81.810318,.83223128,.01328207,.11512046,.00077177864,.038594406
2554,Male,26,University graduate,University,Istanbul,Others,Istanbul,High school graduate,High school,Secondary school graduate,Under high school,Student,Working,3,3-5 persons,Modern,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Absolutely right,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Absolutely right,No opinion,No opinion,No opinion,No opinion,Secular - Describes me well,Outward looking - Describes me well,No opinion,Egalitarian - Describes me well,No opinion,Universal - Describes me well,European - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,3000,8.0063677,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.55768377,1.1271811,1.3751951,.48621124,75.756294,63.398151,.51859891,.1589646,.22694787,.0015783197,.093910292
2555,Female,44,Primary school graduate,Under high school,Northeastern Anatolia,Rural,Northeastern Anatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,5,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Neither right nor wrong,Right,Neither right nor wrong,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Absolutely Wrong,Absolutely Wrong,Wrong,Absolutely Wrong,Apolitical - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Anti-secular - Describes me well,Self-enclosed - Describes me well,No opinion,No opinion,No opinion,No opinion,Asian - Describes me very well,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1000,6.9077554,Istanbul,Metropolitan,Others,Lower class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,-.033569459,1.6101308,1.5356307,-.062957898,78.714668,54.488052,.85889161,.026882131,.027000302,.0045799832,.082645968
2556,Male,32,University graduate,University,Istanbul,Others,Istanbul,High school graduate,High school,Secondary school graduate,Under high school,Self-employed,Working,3,3-5 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Absolutely right,Right,Right,Right,Absolutely right,Neither right nor wrong,Absolutely Wrong,Right,Absolutely right,Right,Absolutely right,Right,Right,Right,Right,Absolutely right,Absolutely right,Political - Describes me well,No opinion,No opinion,No opinion,Secular - Describes me very well,Outward looking - Describes me well,No opinion,Egalitarian - Describes me very well,Nationalist - Describes me well,Universal - Describes me well,European - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,3000,8.0063677,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.93679529,1.2252274,1.1842767,.91721672,72.23584,70.391083,.47805756,.17140096,.26428691,.0010983007,.085156254
2557,Male,46,High school graduate,High school,Eastern Black Sea,Others,Eastern Black Sea,Primary school graduate,Under high school,Illiterate,Under high school,"Works, other",Working,5,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Affiliated,Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Absolutely Wrong,Right,Absolutely right,Wrong,Right,Wrong,Absolutely right,Right,Right,Right,Wrong,Political - Describes me very well,Conservative - Describes me very well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me very well,European - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,3000,8.0063677,Istanbul,Metropolitan,Others,New middle,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,1.1784483,-.14394252,-.52521974,1.2340039,40.713371,75.530861,.38826117,.21826756,.27485132,.0037161731,.11490377
2558,Female,48,Primary school graduate,Under high school,Mediterranean,Rural,Mediterranean,Literate w/out degree,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Neither right nor wrong,Wrong,Right,Wrong,Neither right nor wrong,Right,Right,Right,Wrong,Neither right nor wrong,Right,Wrong,Right,Neither right nor wrong,Right,Wrong,Wrong,Right,Right,No opinion,Conservative - Describes me well,Right-winger - Describes me well,No opinion,No opinion,Outward looking - Describes me well,Pacifist - Describes me very well,No opinion,Nationalist - Describes me very well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Mediterranean,Urban,Others,Lower middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,-.31998003,.21607214,.35155076,-.40186527,56.880684,48.989384,.64594924,.10666526,.046098005,.0096322708,.19165522
2559,Female,33,University graduate,University,Istanbul,Others,Istanbul,High school graduate,High school,High school graduate,High school,Self-employed,Working,4,3-5 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Absolutely Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,No opinion,No opinion,No opinion,No opinion,Secular - Describes me well,Outward looking - Describes me very well,No opinion,Egalitarian - Describes me very well,Nationalist - Describes me well,Universal - Describes me very well,European - Describes me very well,No head cover,Other,Non-Kurdish,Other,Others,,5000,8.5171928,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.41096506,1.3534838,1.3070173,.39267516,74.499115,61.880558,,,,,
2560,Male,49,High school graduate,High school,Istanbul,Others,Eastern Black Sea,Primary school graduate,Under high school,Illiterate,Under high school,Small retailer,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Neither right nor wrong,Right,Absolutely Wrong,Neither right nor wrong,Neither right nor wrong,Right,Wrong,Wrong,Neither right nor wrong,Absolutely right,Wrong,Right,Wrong,Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Political - Describes me very well,Conservative - Describes me very well,Left-winger - Describes me very well,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me well,Elitist - Describes me very well,Anti-nationalist - Describes me very well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,,3000,8.0063677,Istanbul,Metropolitan,Others,New middle,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.50314438,-.83542132,-1.3083169,.63630456,26.273357,65.833374,,,,,
2561,Male,67,Post-graduate / Doctorate,University,Istanbul,Others,Abroad,Primary school graduate,Under high school,Primary school graduate,Under high school,Retired,Retired,3,3-5 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,,,,,,,,,,,,,,,,,,,,,,,,,Secular - Describes me very well,,Pacifist - Describes me very well,,,,,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,4000,8.2940493,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,,,,,50.398224,55.509525,.17289583,.61770779,.075275086,.0053445552,.12877671
2562,Female,32,University graduate,University,Mediterranean,Rural,Mediterranean,Primary school graduate,Under high school,Primary school graduate,Under high school,Civil servant,Working,4,3-5 persons,Modern,,Non-voter,Non-voter,No,No,No,No,Non-voter,Non-voter,,Affiliated,Not Affiliated,Not Affiliated,Affiliated,Wrong,Neither right nor wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Right,Right,Wrong,Wrong,Right,Neither right nor wrong,Right,Right,Wrong,Wrong,Neither Right Nor Wrong,Neither right nor wrong,Right,Right,Political - Describes me well,No opinion,No opinion,No opinion,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,No opinion,No opinion,No head cover,Arab,Non-Kurdish,Sunni Muslim,Others,Believer,3000,8.0063677,Mediterranean,Urban,Others,New middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,-.52500081,.17626625,-.29393315,-.39401659,44.978207,49.116726,.16449411,.5218538,.080450997,.011083017,.22211805
2563,Male,55,University graduate,University,Istanbul,Others,Abroad,High school graduate,High school,Secondary school graduate,Under high school,Self-employed,Working,3,3-5 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Right,Right,Absolutely right,Right,Neither right nor wrong,Right,Absolutely right,Neither right nor wrong,Absolutely Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,No opinion,No opinion,No opinion,Authoritarian - Describes me well,Secular - Describes me very well,Outward looking - Describes me very well,No opinion,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,European - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,4000,8.2940493,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.52993733,1.1623753,1.1587194,.51038444,71.764557,63.790356,.43816423,.29985642,.14947006,.0013072243,.11120204
2564,Male,23,,,Central ANatolia,Rural,Central ANatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,"Unemployed, seeking job",Working,,,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Neither right nor wrong,Neither right nor wrong,Absolutely right,Absolutely right,Right,Absolutely Wrong,Right,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Right,Wrong,Wrong,Neither right nor wrong,Right,No opinion,No opinion,No opinion,No opinion,Secular - Describes me very well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me well,European - Describes me very well,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,2000,7.6009026,Istanbul,Metropolitan,Others,,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.1898554,2.1360133,1.7911378,.23203637,83.426125,59.274242,,,,,
2565,Male,21,,,Southeastern Anatolia,Rural,Southeastern Anatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,3,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Absolutely right,Absolutely right,Neither right nor wrong,Wrong,Right,Absolutely right,Right,Absolutely Wrong,Neither right nor wrong,Absolutely right,Right,Absolutely right,Absolutely right,Absolutely Wrong,Neither Right Nor Wrong,Neither right nor wrong,Absolutely right,Right,No opinion,Conservative - Describes me very well,Right-winger - Describes me very well,No opinion,Anti-secular - Describes me very well,No opinion,No opinion,Egalitarian - Describes me very well,Nationalist - Describes me well,Local - Describes me well,Asian - Describes me very well,Hijab,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,3000,8.0063677,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.64531207,.67864221,.65055829,.71179938,62.394268,67.05825,,,,,
2566,Male,28,Primary school graduate,Under high school,Mediterranean,Rural,Mediterranean,Illiterate,Under high school,Illiterate,Under high school,Worker,Working,7,6-8 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,No opinion,Conservative - Describes me very well,Right-winger - Describes me very well,No opinion,No opinion,Outward looking - Describes me very well,Pacifist - Describes me very well,No opinion,Nationalist - Describes me very well,No opinion,No opinion,Hijab,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,2000,7.6009026,Mediterranean,Urban,Others,New middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,.62524819,1.3479894,1.548949,.5435912,78.960251,64.329124,.85151666,.014714047,.087092377,.0017512407,.044925667
2567,Female,29,University graduate,University,Istanbul,Others,Eastern Black Sea,High school graduate,High school,Primary school graduate,Under high school,Self-employed,Working,3,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Neither right nor wrong,Right,Neither right nor wrong,Absolutely right,Right,Absolutely Wrong,Right,Right,Right,Right,Right,Right,Right,Right,Absolutely right,Right,No opinion,No opinion,No opinion,No opinion,Secular - Describes me well,Outward looking - Describes me very well,No opinion,Egalitarian - Describes me well,No opinion,Universal - Describes me well,European - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,4000,8.2940493,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.19668193,1.3589782,1.2802154,.18944095,74.004898,58.583145,.57432818,.15431176,.11059259,.0011738646,.15959357
2568,Female,24,University graduate,University,Istanbul,Others,Eastern Marmara,Post-graduate / Doctorate,,High school graduate,High school,Student,Working,7,6-8 persons,Modern,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Right,Neither right nor wrong,Right,Absolutely Wrong,Wrong,Absolutely right,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Right,Right,Neither right nor wrong,Right,No opinion,Liberal - Describes me well,No opinion,No opinion,No opinion,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me well,Local - Describes me well,European - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,6000,8.6995144,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,-.57509774,-.030914538,.36476606,-.64115322,57.124371,45.10701,.30706483,.33204612,.10259279,.0023232854,.25597298
2569,Male,21,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Secondary school graduate,Under high school,Student,Working,4,3-5 persons,Modern,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Absolutely Wrong,Wrong,Right,Wrong,Right,Wrong,Absolutely Wrong,Right,Right,Right,Right,Political - Describes me well,Conservative - Describes me well,Left-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Elitist - Describes me very well,Anti-nationalist - Describes me well,Universal - Describes me very well,European - Describes me well,Bachelor man,Kurdish,Kurdish,Sunni Muslim,Others,Religious,2300,7.7406645,Istanbul,Metropolitan,Others,Lower middle,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,-1.160138,-.79553604,-.35719749,-1.2407062,43.811638,35.379452,.27149215,.050186403,.0037556069,.56386453,.11070133
2570,Male,55,University graduate,University,Istanbul,Others,Istanbul,Secondary school graduate,Under high school,Secondary school graduate,Under high school,Self-employed,Working,4,3-5 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Right,Right,Neither right nor wrong,Wrong,Absolutely right,Absolutely right,Neither right nor wrong,Absolutely Wrong,Right,Absolutely right,Right,Absolutely right,Right,Right,Right,Right,Absolutely right,Absolutely right,Political - Describes me well,,No opinion,No opinion,Secular - Describes me very well,Outward looking - Describes me well,No opinion,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,European - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,4000,8.2940493,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,-.4544425,1.4900553,1.1861118,-.42548764,72.269676,48.606117,.39579284,.36758491,.087677278,.0029538849,.14599109
2571,Male,62,,,Istanbul,Others,Istanbul,Secondary school graduate,Under high school,High school graduate,High school,Private sector,Working,4,3-5 persons,Modern,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely Wrong,Absolutely Wrong,Right,Wrong,Wrong,Right,Right,Neither right nor wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,,Conservative - Describes me very well,No opinion,No opinion,Secular - Describes me very well,No opinion,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me well,Local - Describes me very well,Asian - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,3500,8.1605186,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,-1.7769495,1.3056959,.88833416,-1.725736,66.778763,27.509989,,,,,
2572,Female,45,,,Eastern Black Sea,Others,Eastern Black Sea,Secondary school graduate,Under high school,Secondary school graduate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Right,Absolutely right,Right,Wrong,Right,Absolutely right,Absolutely right,Neither right nor wrong,Absolutely right,Absolutely right,Wrong,Wrong,Neither right nor wrong,Right,No opinion,No opinion,No opinion,No opinion,Secular - Describes me very well,Outward looking - Describes me well,No opinion,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,European - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,4500,8.4118328,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,.44999465,2.425168,2.2975907,.41489366,92.764923,62.241047,,,,,
2573,Female,31,High school graduate,High school,Eastern Black Sea,Rural,Eastern Black Sea,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Neither right nor wrong,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Right,Wrong,Wrong,Absolutely right,Neither right nor wrong,Right,Right,Neither right nor wrong,Wrong,Wrong,Neither right nor wrong,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,No opinion,Self-enclosed - Describes me well,Pacifist - Describes me well,No opinion,No opinion,Local - Describes me well,Asian - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Pious,3500,8.1605186,Istanbul,Metropolitan,Others,Upper class,.37099999,.384,.39199999,.36700001,.35800001,.37400001,.38100001,.35699999,9.9457998,-.91187996,.95721495,1.4147801,-1.0508769,76.486221,38.45937,.75627965,.042916264,.032634784,.0033532602,.16481604
2574,Female,28,High school graduate,High school,Mediterranean,Rural,Mediterranean,Literate w/out degree,Under high school,Literate w/out degree,Under high school,Housewife,Working,4,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Affiliated,Not Affiliated,Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Absolutely right,Absolutely right,Neither right nor wrong,Right,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Absolutely Wrong,Absolutely Wrong,Neither right nor wrong,Wrong,No opinion,No opinion,Right-winger - Describes me well,No opinion,No opinion,No opinion,No opinion,No opinion,Nationalist - Describes me well,No opinion,Asian - Describes me well,Hijab,Arab,Non-Kurdish,Sunni Muslim,Others,Pious,1000,6.9077554,Mediterranean,Urban,Others,Lower middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,1.3498186,1.0520498,.9551329,1.3688264,68.010506,77.718307,.82588929,.019611081,.087969899,.0024404998,.064089231
2575,Male,45,High school graduate,High school,Mediterranean,Rural,Mediterranean,Primary school graduate,Under high school,Illiterate,Under high school,Small retailer,Working,5,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Affiliated,Not Affiliated,Affiliated,Not Affiliated,Right,Absolutely right,Absolutely right,Absolutely right,Neither right nor wrong,Absolutely right,Absolutely right,Absolutely right,Absolutely right,Right,Neither right nor wrong,Absolutely right,Absolutely right,Right,Absolutely right,Absolutely right,Absolutely Wrong,Absolutely Wrong,Neither right nor wrong,Wrong,Political - Describes me very well,Liberal - Describes me well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Anti-secular - Describes me well,No opinion,No opinion,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me very well,No opinion,Hijab,Arab,Non-Kurdish,Sunni Muslim,Others,Pious,1200,7.0900769,Mediterranean,Urban,Others,New middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,1.581423,2.1920803,1.9840664,1.586042,86.983643,81.242569,.91209722,.006217767,.058752663,.00094437733,.021987988
2576,Female,22,High school graduate,High school,Mediterranean,Rural,Mediterranean,Primary school graduate,Under high school,Illiterate,Under high school,Student,Working,5,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely right,Absolutely right,Right,Wrong,Right,Right,Absolutely right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,No opinion,Anti-secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,No opinion,Universal - Describes me well,European - Describes me well,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,1000,6.9077554,Mediterranean,Urban,Others,Lower class,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,1.7381904,-.54342288,-.90131557,1.8314679,33.778309,85.224533,.35856119,.12687761,.39205614,.0019205234,.12058455
2577,Male,32,,,Mediterranean,Rural,Mediterranean,Secondary school graduate,Under high school,Illiterate,Under high school,Small retailer,Working,6,6-8 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely right,Absolutely right,Right,Wrong,Right,Right,Absolutely right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Anti-secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,Asian - Describes me well,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Religious,900,6.8023949,Mediterranean,Urban,Others,Lower class,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,1.4858819,.31789666,-.3383545,1.6490984,44.159096,82.265633,,,,,
2578,Female,57,Primary school graduate,Under high school,Mediterranean,Rural,Mediterranean,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,2,1-2 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely right,Absolutely right,Absolutely right,Absolutely Wrong,Right,Right,Absolutely right,Wrong,Absolutely right,Absolutely right,Right,Right,Absolutely right,Absolutely right,Absolutely right,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Political - Describes me well,Conservative - Describes me very well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Anti-secular - Describes me very well,Outward looking - Describes me very well,No opinion,No opinion,Nationalist - Describes me well,No opinion,No opinion,Head scarf,Arab,Non-Kurdish,Sunni Muslim,Others,Pious,800,6.6846118,Mediterranean,Urban,Others,Lower middle,.40400001,.40700001,.39899999,.39500001,.39500001,.396,.39399999,.39199999,2.5632999,1.5150025,1.6930741,.31134433,1.8040265,56.13929,84.779289,.82389456,.025654348,.082376204,.0012044576,.066870414
